Date,LTC,LTC_fc,LTC_lb,LTC_ub,BTC,ETH
01/04/2016,3.23,3.26,3.253,3.261,416.8,11.62
02/04/2016,3.27,3.25,3.242,3.254,420.31,11.61
03/04/2016,3.24,3.24,3.234,3.25,420.65,11.75
04/04/2016,3.25,3.24,3.225,3.245,420.54,11.15
05/04/2016,3.26,3.23,3.217,3.241,424.53,10.4
06/04/2016,3.25,3.26,3.244,3.272,422.85,10.76
07/04/2016,3.23,3.31,3.295,3.327,421.26,10.12
08/04/2016,3.23,3.21,3.195,3.231,418.24,9.71
09/04/2016,3.23,3.12,3.104,3.144,418.37,9.15
10/04/2016,3.23,3.21,3.188,3.232,420.75,8.76
11/04/2016,3.23,3.15,3.127,3.175,423.01,8.68
12/04/2016,3.26,3.31,3.283,3.335,426.65,7.53
13/04/2016,3.25,3.23,3.206,3.262,424.95,8.09
14/04/2016,3.26,3.19,3.158,3.218,425.81,8.46
15/04/2016,3.3,3.37,3.334,3.398,431.49,8.32
16/04/2016,3.31,3.43,3.394,3.462,431.99,8.54
17/04/2016,3.28,3.37,3.337,3.409,428.8,9.46
18/04/2016,3.25,3.18,3.139,3.215,429.55,8.97
19/04/2016,3.3,3.33,3.292,3.372,437.73,8.71
20/04/2016,3.31,3.23,3.185,3.269,443.56,8.61
21/04/2016,3.37,3.31,3.267,3.355,451.99,8.11
22/04/2016,3.33,3.2,3.154,3.246,447.69,7.97
23/04/2016,3.36,3.3,3.251,3.347,452.52,8.46
24/04/2016,3.69,3.72,3.671,3.771,463.93,8.1
25/04/2016,3.88,4.06,4.007,4.111,466.43,7.54
26/04/2016,4.05,4.09,4.033,4.141,468.07,7.5
27/04/2016,3.94,4.09,4.034,4.146,447.52,7.8
28/04/2016,3.83,3.85,3.794,3.91,450.59,7.33
29/04/2016,3.83,3.81,3.746,3.866,455.41,7.52
30/04/2016,3.65,3.69,3.625,3.749,445.08,8.87
01/05/2016,3.7,3.81,3.743,3.871,450.04,8.75
02/05/2016,3.68,3.63,3.562,3.694,443.98,10
03/05/2016,3.75,3.88,3.81,3.946,451.1,9.34
04/05/2016,3.73,3.71,3.642,3.782,447.09,9.46
05/05/2016,3.72,3.58,3.505,3.649,449.01,9.79
06/05/2016,3.84,3.79,3.712,3.86,462.79,9.35
07/05/2016,3.99,3.98,3.9,4.052,460.4,9.35
08/05/2016,3.97,3.89,3.809,3.965,459.82,9.5
09/05/2016,4.09,4.15,4.07,4.23,461.86,9.32
10/05/2016,3.8,3.7,3.622,3.786,448.99,9.38
11/05/2016,3.88,3.81,3.73,3.898,452.23,9.89
12/05/2016,3.84,3.69,3.602,3.774,454.01,10.04
13/05/2016,3.97,3.96,3.867,4.043,456.24,10.6
14/05/2016,4.04,4.08,3.989,4.169,455.68,10.16
15/05/2016,4.09,4.04,3.95,4.134,457.97,9.97
16/05/2016,4.02,4.1,4.004,4.192,454.47,11.09
17/05/2016,3.97,4.12,4.029,4.221,452.45,12.08
18/05/2016,4.01,3.75,3.652,3.848,453.58,13.35
19/05/2016,3.86,3.82,3.721,3.921,440.33,14.58
20/05/2016,3.84,3.99,3.884,4.088,439.76,13.79
21/05/2016,3.94,4.12,4.014,4.222,440.82,14
22/05/2016,3.89,3.93,3.819,4.031,437.39,14.21
23/05/2016,3.96,3.85,3.743,3.959,442.97,13.42
24/05/2016,3.95,3.76,3.645,3.865,445.14,12.73
25/05/2016,4.03,4.1,3.992,4.216,448.27,12.49
26/05/2016,4.11,4.37,4.26,4.488,453.63,12.48
27/05/2016,4.47,4.29,4.172,4.404,473.94,11.12
28/05/2016,4.58,4.53,4.412,4.648,531.74,11.98
29/05/2016,4.51,4.36,4.239,4.479,527.11,12.41
30/05/2016,4.57,4.5,4.377,4.621,535.12,12.72
31/05/2016,4.64,4.46,4.34,4.588,530.3,14.01
01/06/2016,4.72,4.63,4.502,4.754,540.4,13.85
02/06/2016,4.74,4.73,4.597,4.853,539,13.8
03/06/2016,4.89,4.57,4.437,4.697,569.1,13.84
04/06/2016,4.8,4.52,4.391,4.655,572.58,13.81
05/06/2016,4.86,4.76,4.626,4.894,574.74,13.95
06/06/2016,4.96,5.14,5.006,5.278,585.24,14.03
07/06/2016,4.76,4.66,4.526,4.802,577,14.5
08/06/2016,4.81,4.91,4.766,5.046,582.82,14.49
09/06/2016,4.77,4.54,4.401,4.685,577.31,14.45
10/06/2016,4.88,4.92,4.772,5.06,580,13.97
11/06/2016,4.97,5.22,5.072,5.364,597.18,14.15
12/06/2016,5.25,5.16,5.011,5.307,668.67,15.8
13/06/2016,5.27,5.1,4.952,5.252,702.68,17.73
14/06/2016,5.14,5.47,5.316,5.62,686.08,18.73
15/06/2016,5.24,5.29,5.132,5.44,694.49,18.45
16/06/2016,5.69,5.42,5.263,5.575,767.5,20.7
17/06/2016,5.6,5.91,5.752,6.068,747.58,15.61
18/06/2016,5.58,5.32,5.157,5.477,758.11,11.41
19/06/2016,5.56,5.84,5.679,6.003,766.64,12.43
20/06/2016,5.38,5.55,5.381,5.709,743.9,11.9
21/06/2016,4.91,5.1,4.935,5.267,676.33,12.94
22/06/2016,3.89,3.79,3.625,3.961,596.04,13.25
23/06/2016,3.96,4.11,3.942,4.282,628.03,13.75
24/06/2016,4.27,4.35,4.177,4.521,660.58,14.29
25/06/2016,4.29,4.08,3.905,4.253,665.47,14.31
26/06/2016,4.07,4.13,3.956,4.308,627,13.75
27/06/2016,4.15,3.95,3.776,4.132,648.5,13.96
28/06/2016,4.13,4.17,3.995,4.355,646.48,12.22
29/06/2016,4.06,3.94,3.758,4.122,639.65,12.77
30/06/2016,4.21,4.04,3.854,4.222,673.9,12.5
01/07/2016,4.25,4.18,3.993,4.365,676.32,12.35
02/07/2016,4.66,4.42,4.233,4.609,702.48,12.14
03/07/2016,4.33,4.64,4.453,4.833,664.58,11.78
04/07/2016,4.49,4.53,4.336,4.72,678.85,11.42
05/07/2016,4.45,4.53,4.341,4.729,664.63,10.53
06/07/2016,4.48,4.42,4.223,4.615,676.05,10.55
07/07/2016,4.1,3.86,3.666,4.062,639.07,10.14
08/07/2016,4.25,4.26,4.058,4.458,665.19,11.31
09/07/2016,4.18,4,3.798,4.202,650.95,10.9
10/07/2016,4.14,4.04,3.84,4.248,650.59,10.95
11/07/2016,4.11,3.92,3.715,4.127,649.19,10.51
12/07/2016,4.25,4.26,4.054,4.47,675.5,10.55
13/07/2016,4.15,4.24,4.027,4.447,663,10.47
14/07/2016,4.17,4.29,4.08,4.504,661.13,11.6
15/07/2016,4.19,4.48,4.262,4.69,666.07,11.93
16/07/2016,4.18,4.2,3.981,4.413,664.97,11.72
17/07/2016,4.19,3.83,3.613,4.049,680.37,11.24
18/07/2016,4.2,4.16,3.942,4.382,674.19,11.04
19/07/2016,4.18,4.26,4.035,4.479,674.93,11.75
20/07/2016,4.14,4.08,3.858,4.306,667.22,12.48
21/07/2016,4.13,4.21,3.982,4.434,664.99,12.55
22/07/2016,4,3.88,3.652,4.108,646.72,14.67
23/07/2016,4.06,4.27,4.042,4.502,655.51,14.25
24/07/2016,4.08,3.78,3.553,4.017,661.58,12.65
25/07/2016,4.03,3.91,3.676,4.144,653,13.8
26/07/2016,3.97,4.18,3.943,4.415,653.35,12.01
27/07/2016,3.99,4.1,3.858,4.334,655.5,13.03
28/07/2016,3.99,3.89,3.65,4.13,655.51,12.87
29/07/2016,4.11,4.05,3.81,4.294,658.99,12.9
30/07/2016,4.07,4.27,4.024,4.512,654.93,12.52
31/07/2016,3.91,3.87,3.624,4.116,622.02,11.86
01/08/2016,3.89,3.81,3.566,4.062,607.52,11.08
02/08/2016,3.73,3.58,3.333,3.833,604.1,10.16
03/08/2016,3.73,3.65,3.397,3.901,604.1,10.16
04/08/2016,3.73,3.55,3.294,3.802,604.1,10.16
05/08/2016,3.73,3.89,3.633,4.145,604.1,10.16
06/08/2016,3.73,3.93,3.669,4.185,604.1,10.16
07/08/2016,3.73,3.71,3.451,3.971,604.1,10.16
08/08/2016,3.73,3.62,3.356,3.88,604.1,10.16
09/08/2016,3.73,3.84,3.581,4.109,604.1,10.16
10/08/2016,3.55,3.61,3.346,3.878,588.49,12.07
11/08/2016,3.73,3.66,3.39,3.926,591.37,11.64
12/08/2016,3.65,4.04,3.769,4.309,584.5,11.67
13/08/2016,3.69,3.6,3.333,3.877,583.2,11.48
14/08/2016,3.6,3.63,3.36,3.908,568.8,11.16
15/08/2016,3.56,3.68,3.403,3.955,565.75,11.09
16/08/2016,3.6,3.38,3.103,3.659,576,11.07
17/08/2016,3.58,3.58,3.304,3.864,571.2,10.72
18/08/2016,3.59,3.48,3.197,3.761,572.32,10.69
19/08/2016,3.62,3.63,3.351,3.919,573.06,10.68
20/08/2016,3.6,3.54,3.258,3.83,582.67,11.26
21/08/2016,3.62,3.87,3.581,4.157,580.42,11.13
22/08/2016,3.66,3.45,3.157,3.737,588.79,11.14
23/08/2016,3.96,4.13,3.834,4.418,584.34,10.99
24/08/2016,3.84,4.1,3.808,4.396,580.32,10.98
25/08/2016,3.82,4.05,3.756,4.348,577.24,11.39
26/08/2016,3.84,3.73,3.436,4.032,578.01,11.22
27/08/2016,3.75,4.07,3.768,4.368,568.5,11.2
28/08/2016,3.72,4.08,3.776,4.38,574.09,10.94
29/08/2016,3.77,3.48,3.18,3.788,574.8,10.93
30/08/2016,3.8,3.58,3.27,3.882,578.98,11.29
31/08/2016,3.81,3.73,3.427,4.043,574.57,11.63
01/09/2016,3.83,3.95,3.641,4.261,572.1,12.22
02/09/2016,3.82,3.83,3.521,4.145,580.56,12.13
03/09/2016,3.96,4.36,4.045,4.673,608.25,12.01
04/09/2016,4.03,3.82,3.502,4.134,615.19,11.73
05/09/2016,3.98,3.82,3.504,4.14,612.67,11.85
06/09/2016,3.97,3.56,3.244,3.884,614.65,11.73
07/09/2016,4.01,4.04,3.717,4.361,618.7,11.64
08/09/2016,4,4.25,3.922,4.57,630.69,11.45
09/09/2016,3.98,3.87,3.541,4.193,625.26,11.68
10/09/2016,4.02,3.58,3.25,3.906,628.5,12.13
11/09/2016,3.91,4.18,3.849,4.509,610.51,11.68
12/09/2016,3.86,3.94,3.612,4.276,611.11,12
13/09/2016,3.85,3.64,3.311,3.979,613.91,12.01
14/09/2016,3.89,3.97,3.632,4.304,613.89,11.94
15/09/2016,3.86,3.98,3.647,4.323,611.83,12.01
16/09/2016,3.83,3.77,3.428,4.108,610.02,12.68
17/09/2016,3.81,3.75,3.409,4.093,607.82,12.8
18/09/2016,3.83,3.84,3.493,4.181,614.41,12.32
19/09/2016,3.84,3.71,3.367,4.059,609.76,12.9
20/09/2016,3.85,3.86,3.515,4.211,610.82,14.45
21/09/2016,3.8,3.79,3.436,4.136,597.76,13.74
22/09/2016,3.75,3.83,3.481,4.185,596.77,13.17
23/09/2016,3.81,3.84,3.485,4.193,603.28,13.36
24/09/2016,3.82,3.65,3.295,4.007,602.81,12.86
25/09/2016,3.8,3.7,3.339,4.055,600.34,13.05
26/09/2016,3.86,3.88,3.521,4.241,609.18,12.9
27/09/2016,3.84,3.43,3.069,3.793,605,13.08
28/09/2016,3.86,3.78,3.412,4.14,603.9,13.25
29/09/2016,3.87,3.65,3.285,4.017,604.31,13.1
30/09/2016,3.85,3.92,3.554,4.29,611,13.3
01/10/2016,3.85,3.81,3.445,4.185,614.08,13.18
02/10/2016,3.85,4,3.625,4.369,610.03,13.16
03/10/2016,3.86,3.97,3.598,4.346,612.43,13.44
04/10/2016,3.81,3.67,3.294,4.046,610.66,13.33
05/10/2016,3.83,3.82,3.438,4.194,614.05,13.11
06/10/2016,3.85,3.72,3.336,4.096,613.55,12.84
07/10/2016,3.86,3.98,3.594,4.358,618.82,12.69
08/10/2016,3.83,3.65,3.262,4.03,620.76,12.26
09/10/2016,3.79,3.64,3.256,4.028,616.56,12.01
10/10/2016,3.78,3.67,3.281,4.057,618.81,11.73
11/10/2016,3.85,3.95,3.561,4.341,643.66,11.78
12/10/2016,3.81,3.63,3.233,4.017,638.03,11.72
13/10/2016,3.93,4,3.606,4.394,637.46,12.07
14/10/2016,3.92,3.72,3.329,4.121,641.35,11.93
15/10/2016,3.89,4.01,3.613,4.409,639.6,12.01
16/10/2016,3.87,3.88,3.483,4.283,644.12,11.98
17/10/2016,3.84,4.04,3.639,4.443,639.94,12
18/10/2016,3.83,3.84,3.441,4.249,639.33,12.54
19/10/2016,3.82,3.78,3.369,4.181,631.32,11.99
20/10/2016,3.79,3.94,3.53,4.346,632.57,12.09
21/10/2016,3.86,3.87,3.458,4.278,636.15,12.16
22/10/2016,3.92,3.92,3.507,4.331,662.86,12.29
23/10/2016,3.92,4.09,3.672,4.5,657.27,12.07
24/10/2016,3.88,3.47,3.052,3.884,655.03,11.99
25/10/2016,3.92,3.78,3.363,4.199,656.14,11.36
26/10/2016,3.95,4.05,3.629,4.469,678.03,11.5
27/10/2016,4,4.05,3.627,4.471,686,11.57
28/10/2016,3.99,4.01,3.588,4.436,692.76,11.15
29/10/2016,4.09,3.81,3.384,4.236,719.88,10.38
30/10/2016,4.03,4.03,3.599,4.455,701.74,11.28
31/10/2016,4,3.96,3.527,4.387,701.9,10.96
01/11/2016,4.11,3.95,3.515,4.379,734.15,10.81
02/11/2016,4.14,4.1,3.669,4.537,737.89,10.86
03/11/2016,3.86,3.61,3.179,4.051,690.07,10.86
04/11/2016,3.9,3.83,3.395,4.271,708.44,11.21
05/11/2016,3.91,3.67,3.234,4.114,708.39,11.17
06/11/2016,3.92,3.92,3.474,4.358,713.01,10.91
07/11/2016,3.89,3.87,3.426,4.314,707.84,10.88
08/11/2016,3.86,3.65,3.208,4.1,714.01,10.92
09/11/2016,3.85,4.04,3.588,4.484,723.85,10.72
10/11/2016,3.82,3.66,3.211,4.111,714.87,10.54
11/11/2016,3.81,3.93,3.477,4.381,714.8,10.27
12/11/2016,3.78,3.96,3.506,4.414,703.8,10.01
13/11/2016,3.91,3.85,3.397,4.309,703.97,10.08
14/11/2016,3.9,3.69,3.232,4.148,705.01,10
15/11/2016,3.9,3.96,3.498,4.418,712.18,10.27
16/11/2016,3.9,3.75,3.284,4.208,744.98,10.02
17/11/2016,3.87,3.84,3.377,4.305,739.99,9.99
18/11/2016,3.91,3.6,3.13,4.062,751.34,9.52
19/11/2016,3.96,4.07,3.599,4.535,753.38,9.73
20/11/2016,3.89,3.73,3.261,4.201,729.79,9.57
21/11/2016,3.95,4.17,3.699,4.643,738.78,9.61
22/11/2016,3.9,4.06,3.581,4.529,747.96,9.84
23/11/2016,3.86,3.9,3.424,4.376,740,9.69
24/11/2016,3.87,4.08,3.599,4.555,737.33,9.2
25/11/2016,3.86,3.61,3.135,4.095,740.42,9.38
26/11/2016,3.87,3.86,3.375,4.339,731.99,9.33
27/11/2016,3.84,4.46,3.972,4.94,722.83,8.88
28/11/2016,3.85,3.93,3.445,4.417,731.74,8.7
29/11/2016,3.77,3.61,3.123,4.099,730.66,8.16
30/11/2016,3.87,3.78,3.288,4.268,740,8.62
01/12/2016,3.9,3.99,3.5,4.484,754.49,8.46
02/12/2016,3.9,4.06,3.569,4.557,774.01,7.7
03/12/2016,3.91,3.75,3.257,4.249,764.41,7.91
04/12/2016,3.9,4.21,3.712,4.708,767.85,7.55
05/12/2016,3.51,3.72,3.221,4.221,752.55,6.7
06/12/2016,3.52,3.49,2.99,3.994,756.81,7.71
07/12/2016,3.65,3.6,3.1,4.108,767.4,8.33
08/12/2016,3.65,3.76,3.259,4.271,768.08,8.3
09/12/2016,3.7,3.49,2.978,3.994,770.5,8.52
10/12/2016,3.68,3.8,3.292,4.312,773.35,8.12
11/12/2016,3.63,3.65,3.134,4.158,768.32,8.19
12/12/2016,3.65,3.61,3.099,4.127,778,8.45
13/12/2016,3.63,3.65,3.133,4.165,779.63,8.36
14/12/2016,3.6,3.65,3.135,4.171,774.5,8.21
15/12/2016,3.65,3.74,3.219,4.259,777.31,7.83
16/12/2016,3.6,3.43,2.906,3.95,784.08,7.86
17/12/2016,3.7,3.68,3.16,4.208,790.99,7.73
18/12/2016,3.67,3.62,3.094,4.146,790.32,7.93
19/12/2016,3.64,3.69,3.158,4.214,791.07,7.58
20/12/2016,3.66,3.61,3.08,4.14,801.42,7.61
21/12/2016,3.63,3.64,3.11,4.174,825.99,7.89
22/12/2016,3.68,3.89,3.36,4.428,860.02,7.61
23/12/2016,4.46,4.42,3.88,4.952,914.36,7.16
24/12/2016,4.44,4.4,3.859,4.935,893.02,7.25
25/12/2016,4.3,4.49,3.954,5.034,899.15,7.23
26/12/2016,4.26,4.32,3.778,4.862,907.71,7.27
27/12/2016,4.34,4.53,3.99,5.078,929.87,7.12
28/12/2016,4.55,4.65,4.107,5.199,982.99,7.58
29/12/2016,4.59,4.73,4.186,5.282,976.5,8.27
30/12/2016,4.39,4.58,4.032,5.132,960.04,8.16
31/12/2016,4.36,4.78,4.232,5.336,965.06,8
01/01/2017,4.5,4.71,4.157,5.265,1000,8.2
02/01/2017,4.61,4.89,4.33,5.442,1020,8.37
03/01/2017,4.61,4.71,4.152,5.268,1038.6,9.74
04/01/2017,4.56,4.64,4.085,5.205,1137.3,11
05/01/2017,4.23,4.08,3.519,4.643,988.1,10.15
06/01/2017,3.84,3.82,3.256,4.384,892.72,10.08
07/01/2017,3.96,3.96,3.393,4.525,899.87,9.84
08/01/2017,4,4.3,3.733,4.869,907.19,10.28
09/01/2017,4.41,4.24,3.673,4.813,906.25,10.26
10/01/2017,4.59,5.07,4.498,5.642,909.51,10.61
11/01/2017,3.94,3.6,3.03,4.178,786.44,9.79
12/01/2017,4,4.22,3.646,4.798,814.8,9.83
13/01/2017,3.95,3.86,3.284,4.44,825.89,9.67
14/01/2017,3.9,3.85,3.271,4.431,816.63,9.67
15/01/2017,3.89,4.06,3.482,4.646,821.15,9.81
16/01/2017,3.87,3.78,3.193,4.361,829.47,9.61
17/01/2017,3.95,3.91,3.328,4.5,904.1,10.12
18/01/2017,3.88,4.07,3.484,4.66,876.5,10.19
19/01/2017,3.89,3.7,3.108,4.288,899.97,10.38
20/01/2017,3.91,3.84,3.252,4.436,893.51,10.62
21/01/2017,3.92,4.11,3.517,4.705,924.28,10.95
22/01/2017,3.85,4.09,3.494,4.686,917.12,10.64
23/01/2017,3.82,4.05,3.45,4.646,919,10.77
24/01/2017,3.76,3.64,3.041,4.241,892.11,10.5
25/01/2017,3.69,3.74,3.14,4.344,893.19,10.48
26/01/2017,3.84,4.11,3.507,4.715,915.98,10.63
27/01/2017,3.88,3.91,3.307,4.519,916.37,10.5
28/01/2017,3.86,3.85,3.238,4.454,919.14,10.51
29/01/2017,3.84,3.9,3.295,4.515,912.99,10.46
30/01/2017,4.05,4.2,3.587,4.811,919.11,10.53
31/01/2017,4.04,4.03,3.412,4.64,968.42,10.71
01/02/2017,4.02,3.89,3.276,4.508,984.01,10.71
02/02/2017,4.07,4.02,3.406,4.642,1006.5,10.8
03/02/2017,4,3.76,3.138,4.378,1013,10.93
04/02/2017,4,4.26,3.643,4.887,1031.8,11.32
05/02/2017,3.94,3.88,3.254,4.502,1010,11.18
06/02/2017,3.95,4.29,3.666,4.918,1023,11.32
07/02/2017,3.96,3.78,3.153,4.409,1053.6,11.41
08/02/2017,3.97,3.87,3.243,4.503,1055,11.35
09/02/2017,3.77,3.79,3.163,4.427,980,10.9
10/02/2017,3.78,3.79,3.153,4.421,994.79,11.3
11/02/2017,3.82,3.71,3.079,4.351,1002.8,11.33
12/02/2017,3.74,4.05,3.407,4.683,996.01,11.26
13/02/2017,3.77,3.68,3.041,4.321,995.69,11.35
14/02/2017,3.83,3.55,2.907,4.191,1013.1,12.96
15/02/2017,3.89,3.88,3.238,4.526,1013.9,12.92
16/02/2017,3.88,3.86,3.219,4.511,1038.5,12.92
17/02/2017,3.9,4.09,3.441,4.737,1056.2,12.76
18/02/2017,3.81,3.67,3.015,4.315,1059.8,12.79
19/02/2017,3.8,4.13,3.482,4.786,1056.2,12.8
20/02/2017,3.81,3.64,2.99,4.298,1091.2,12.4
21/02/2017,3.86,3.85,3.193,4.505,1129.6,12.82
22/02/2017,3.9,3.3,2.639,3.955,1125.5,12.68
23/02/2017,3.91,3.93,3.268,4.588,1189.8,13.27
24/02/2017,3.95,3.93,3.268,4.592,1185.4,13.11
25/02/2017,3.88,4.21,3.545,4.873,1153,13.55
26/02/2017,3.87,3.6,2.934,4.266,1178.3,14.57
27/02/2017,3.87,3.8,3.13,4.466,1195.5,15.5
28/02/2017,3.81,3.87,3.204,4.544,1189.1,15.86
01/03/2017,3.85,4.19,3.514,4.858,1233.2,17.43
02/03/2017,4.06,4.01,3.335,4.683,1258,19.02
03/03/2017,4.11,4.11,3.437,4.789,1289.2,19.49
04/03/2017,4,3.85,3.17,4.526,1267.8,18.5
05/03/2017,4.01,4.1,3.418,4.778,1278.4,19.35
06/03/2017,4.1,3.9,3.221,4.585,1279.2,19.51
07/03/2017,4.01,3.97,3.29,4.658,1232.4,18.88
08/03/2017,3.89,4.24,3.552,4.924,1150,16.51
09/03/2017,3.87,3.82,3.136,4.512,1190.4,17.75
10/03/2017,3.81,3.66,2.97,4.35,1115.4,19.18
11/03/2017,3.81,3.86,3.17,4.554,1172.4,21.3
12/03/2017,3.87,3.98,3.286,4.674,1224.4,23.2
13/03/2017,4.37,4.12,3.424,4.816,1238.5,28.4
14/03/2017,4.17,4.3,3.605,5.001,1245,28.66
15/03/2017,4.31,4.29,3.59,4.99,1256.1,34.8
16/03/2017,4.3,4.34,3.638,5.042,1168.6,45.07
17/03/2017,4.1,3.83,3.124,4.532,1070.4,44.65
18/03/2017,4,3.58,2.869,4.281,971.5,34.2
19/03/2017,3.94,3.47,2.765,4.181,1016.5,43.17
20/03/2017,4.06,4.41,3.701,5.121,1040.5,42.06
21/03/2017,4.02,3.87,3.161,4.585,1115.9,42.45
22/03/2017,3.96,4.4,3.683,5.111,1039.1,41.46
23/03/2017,4.01,3.78,3.063,4.495,1032.7,43.14
24/03/2017,4.14,4.32,3.607,5.043,942.13,54.01
25/03/2017,4.08,4.28,3.564,5.004,972.17,50.75
26/03/2017,4.09,4.34,3.615,5.059,968.9,50.46
27/03/2017,4.13,4.29,3.562,5.01,1042.7,48.93
28/03/2017,4.18,4.14,3.41,4.862,1044.7,50.16
29/03/2017,4.31,3.95,3.224,4.68,1041.8,52.88
30/03/2017,7.78,8.11,7.38,8.84,1041.2,51.62
31/03/2017,7.13,7.31,6.578,8.042,1081.5,49.72
01/04/2017,7.59,7.26,6.529,7.997,1093.5,50.59
02/04/2017,8.33,8.4,7.66,9.132,1107.5,48.6
03/04/2017,8.6,7.77,7.036,8.512,1150.1,44.28
04/04/2017,9.1,9.83,9.093,10.573,1145.8,44.41
05/04/2017,12.4,13.51,12.764,14.248,1140.4,45.35
06/04/2017,10.85,10.17,9.421,10.909,1191.5,43.11
07/04/2017,10.01,9.17,8.42,9.912,1196.6,42.25
08/04/2017,10.73,10.89,10.137,11.633,1188.1,44.51
09/04/2017,9.35,9.47,8.72,10.22,1215.9,43.94
10/04/2017,9.93,9.38,8.628,10.132,1220.3,44.17
11/04/2017,9.78,9.65,8.894,10.402,1235.6,44.21
12/04/2017,11.79,12.11,11.359,12.871,1227.4,46.85
13/04/2017,11.23,11.66,10.903,12.419,1187,50.65
14/04/2017,11.92,11.43,10.669,12.189,1206.8,48.5
15/04/2017,11.85,10.78,10.014,11.538,1193.3,49.71
16/04/2017,12.05,11.72,10.956,12.484,1212,49.58
17/04/2017,11.66,12.45,11.683,13.215,1240,49.52
18/04/2017,11.52,11.84,11.073,12.609,1265.4,52.42
19/04/2017,10.61,10.14,9.372,10.912,1260.5,49.66
20/04/2017,11.6,11.14,10.367,11.911,1308.5,51.96
21/04/2017,12.85,11.99,11.214,12.762,1327.1,51.37
22/04/2017,15.41,16.44,15.668,17.22,1346.4,52.15
23/04/2017,16.7,16.06,15.28,16.836,1355.2,53.33
24/04/2017,16.2,14.73,13.953,15.513,1345,53.54
25/04/2017,16.65,17.12,16.338,17.902,1371.1,53.9
26/04/2017,16.24,16.09,15.308,16.876,1400,57.31
27/04/2017,16.02,17.92,17.133,18.705,1440.3,68
28/04/2017,15.5,16,15.215,16.791,1415.6,76
29/04/2017,16.99,16.9,16.109,17.689,1423.6,73.55
30/04/2017,16.84,16.7,15.911,17.495,1435,83.51
01/05/2017,17.3,15.22,14.426,16.014,1533,81.4
02/05/2017,17.2,18.37,17.573,19.165,1558.5,82.01
03/05/2017,23,24.61,23.814,25.41,1619,85.79
04/05/2017,24.94,25.94,25.136,26.736,1607.1,99.2
05/05/2017,26.24,24.81,24.007,25.611,1545.1,91.5
06/05/2017,28.68,29.45,28.642,30.25,1597,96.65
07/05/2017,30.7,32.01,31.201,32.813,1619.9,94.21
08/05/2017,28.71,28.49,27.68,29.296,1703.5,88.97
09/05/2017,34,35.2,34.392,36.012,1760,88.94
10/05/2017,32.34,32.93,32.118,33.742,1796.9,88.33
11/05/2017,31,28.46,27.647,29.275,1853.9,89.38
12/05/2017,27.8,26.87,26.059,27.691,1735,86.99
13/05/2017,29.4,32.27,31.456,33.092,1819.5,89.9
14/05/2017,29.4,27.01,26.195,27.835,1827.3,90.37
15/05/2017,25.79,24.47,23.652,25.296,1772,92.56
16/05/2017,23.72,23.55,22.725,24.373,1786.2,88.17
17/05/2017,26.01,23.28,22.454,24.106,1870,89.67
18/05/2017,29.13,29.17,28.345,30.001,1941.5,98.6
19/05/2017,27.37,25.15,24.316,25.976,1966.5,124.4
20/05/2017,27.2,28.12,27.291,28.955,2059.3,123.03
21/05/2017,25.61,23.76,22.927,24.595,2026.6,146.14
22/05/2017,23.95,22.04,21.202,22.874,2087.3,154.92
23/05/2017,30.69,31.18,30.342,32.018,2249.6,168.24
24/05/2017,33.58,32.48,31.638,33.318,2395.5,183.88
25/05/2017,27.21,30.58,29.737,31.421,2268.1,168.71
26/05/2017,24.21,22.92,22.079,23.767,2125.9,152.8
