Date,LTC,LTC_fc,LTC_lb,LTC_ub,BTC,ETH
03/06/2018,125.42,127.15,125.562,128.742,7718,619.4
04/06/2018,119.89,126.25,124.658,127.842,7488.3,591.09
05/06/2018,122.39,128.68,127.082,130.27,7621.9,608.69
06/06/2018,121.55,130.45,128.855,132.047,7654,606.67
07/06/2018,121.65,115.89,114.297,117.493,7688.9,605.39
08/06/2018,119.97,117.35,115.746,118.946,7615.1,599.9
09/06/2018,117.31,114.95,113.348,116.552,7498.5,593.2
10/06/2018,106.41,104.97,103.367,106.575,6758,523.55
11/06/2018,106.89,111.55,109.948,113.16,6873.3,530.77
12/06/2018,99.82,95.08,93.47,96.686,6543.9,494.25
13/06/2018,93.52,97.14,95.534,98.754,6295.1,476.15
14/06/2018,100.81,88.99,87.376,90.6,6633.7,519.85
15/06/2018,95.5,93.3,91.684,94.912,6385,487.27
16/06/2018,96.64,99.67,98.058,101.29,6485.9,497.02
17/06/2018,94.87,95.01,93.391,96.627,6438.4,497.08
18/06/2018,98.84,107.38,105.759,108.999,6709.2,517.64
19/06/2018,98.76,95.39,93.764,97.008,6735.5,538.47
20/06/2018,97.88,85.53,83.91,87.158,6760.4,536.26
21/06/2018,96.71,93.93,92.309,95.561,6715.2,526.11
22/06/2018,84.9,85.57,83.938,87.194,6042.6,461.77
23/06/2018,82.66,91.76,90.134,93.394,6151.93,473.47
24/06/2018,80.6,78.17,76.54,79.804,6148.04,455.32
25/06/2018,81.49,76.17,74.534,77.802,6246.6,459
26/06/2018,75.8,75.56,73.926,77.198,6073.4,429.32
27/06/2018,80.69,84.77,83.129,86.405,6133.09,441.65
28/06/2018,74.03,75.83,74.187,77.467,5848.1,420.78
29/06/2018,79.15,75.89,74.249,77.533,6208.1,435.7
30/06/2018,81.22,78.1,76.452,79.74,6391.5,453.85
01/07/2018,79.91,70.74,69.093,72.385,6349.7,452.03
02/07/2018,85.57,77.09,75.444,78.74,6617.6,476.8
03/07/2018,85.02,89.89,88.24,91.54,6509,462.01
04/07/2018,85.42,87.27,85.621,88.925,6590,467.47
05/07/2018,83.32,94.64,92.99,96.298,6531.7,467.52
06/07/2018,83.12,83.69,82.035,85.347,6602.2,470.37
07/07/2018,85.02,82.72,81.058,84.374,6761.8,486.72
08/07/2018,82.18,88.33,86.67,89.99,6707,486.1
09/07/2018,80.45,85.03,83.364,86.688,6666.9,471.55
10/07/2018,75.87,79.9,78.237,81.565,6301.8,432.44
11/07/2018,78.18,79.99,78.328,81.66,6377.8,445.14
12/07/2018,77,75.4,73.731,77.067,6249,431
13/07/2018,76.48,79.12,77.446,80.786,6220,432.17
14/07/2018,76.18,75.76,74.091,77.435,6250,433.5
15/07/2018,78.67,83.52,81.848,85.196,6347.2,449.9
16/07/2018,83.66,85.82,84.144,87.496,6729.2,479.1
17/07/2018,89.07,83.66,81.981,85.337,7319.8,499.11
18/07/2018,86.32,82.27,80.588,83.948,7379.4,478.97
19/07/2018,86.13,87.34,85.662,89.026,7473.5,468.64
20/07/2018,81.89,87.3,85.615,88.983,7333.1,449.13
21/07/2018,83.44,81.56,79.878,83.25,7403.4,460.74
22/07/2018,82.22,77.17,75.486,78.862,7397.6,457.99
23/07/2018,81.39,78.45,76.756,80.136,7718.9,449.6
24/07/2018,89.41,95.99,94.302,97.686,8390,479.33
25/07/2018,86.4,80.85,79.159,82.547,8178.4,471.89
26/07/2018,83.6,77.41,75.716,79.108,7939,462.3
27/07/2018,84.42,85.72,84.021,87.417,8188,470.21
28/07/2018,84.19,84.4,82.701,86.101,8235.6,469.25
29/07/2018,84.08,79.48,77.778,81.182,8221,466.47
30/07/2018,82.17,80.83,79.127,82.535,8179.5,456.65
31/07/2018,78.78,78.28,76.569,79.981,7731.3,431.98
01/08/2018,77.64,78.8,77.096,80.512,7606,420.03
02/08/2018,76.13,73.56,71.848,75.268,7535.2,410.89
03/08/2018,77.56,78.41,76.698,80.122,7420,417.66
04/08/2018,73,79.58,77.862,81.29,7013.22,407
05/08/2018,74.64,74.41,72.698,76.13,7025.8,408.75
06/08/2018,73.57,70.5,68.786,72.222,6941.2,404.95
07/08/2018,67.28,68.64,66.922,70.362,6718.8,377.82
08/08/2018,62.14,54.25,52.525,55.969,6280.7,355.62
09/08/2018,62.9,64.86,63.133,66.581,6533.6,363.27
10/08/2018,59.13,63.32,61.595,65.047,6146.7,331.77
11/08/2018,55.47,54.01,52.284,55.74,6086.2,309.22
12/08/2018,55.47,54.78,53.051,56.511,6086.2,309.22
13/08/2018,56.48,52.66,50.93,54.394,6251.9,283.92
14/08/2018,54.34,53.95,52.219,55.687,6189,278.38
15/08/2018,54.36,48.38,46.646,50.118,6270.2,281.27
16/08/2018,55.3,58.43,56.69,60.166,6315.6,286.87
17/08/2018,61.81,59.49,57.751,61.231,6584.05,317.68
18/08/2018,57.13,60.43,58.689,62.173,6391.2,294.3
19/08/2018,57.78,58.78,57.038,60.526,6485.1,299.37
20/08/2018,53.4,53.02,51.278,54.77,6255.9,270.71
21/08/2018,56.42,53.56,51.815,55.311,6479.1,281.25
22/08/2018,55.16,53.31,51.555,55.055,6362.1,270.5
23/08/2018,57.27,60.08,58.328,61.832,6527.2,275.86
24/08/2018,57.89,54.5,52.749,56.257,6693.6,281.28
25/08/2018,57.87,55.7,53.948,57.46,6732.9,277.29
26/08/2018,57.07,60.43,58.671,62.187,6707,274.34
27/08/2018,60.72,57.59,55.833,59.353,6909.4,288.17
28/08/2018,63.15,62.37,60.609,64.133,7079.9,295.59
29/08/2018,61.53,60.45,58.69,62.218,7039,288.76
30/08/2018,60.25,57.45,55.685,59.217,6986,284.11
31/08/2018,62.13,66.54,64.769,68.305,7014.6,281.63
01/09/2018,66.5,68.11,66.342,69.882,7197.4,295.72
02/09/2018,66.25,61.99,60.214,63.758,7300,295.23
03/09/2018,65.41,63.04,61.263,64.811,7267.8,289.28
04/09/2018,67.6,70.16,68.388,71.94,7358.9,285.34
05/09/2018,57.76,60.36,58.581,62.137,6704,228.39
06/09/2018,57.54,62.11,60.332,63.892,6516.1,229.74
07/09/2018,55.52,54.34,52.556,56.12,6397,215.17
08/09/2018,53.05,56.99,55.203,58.771,6184.94,196.7
09/09/2018,54.73,60.34,58.559,62.131,6239.9,196.04
10/09/2018,54.39,55.95,54.166,57.742,6314.9,197.29
11/09/2018,52.06,51.54,49.749,53.329,6290.9,185.21
12/09/2018,51.65,55.4,53.607,57.191,6332.42,183.17
13/09/2018,54.4,51.43,49.633,53.221,6489,211.09
14/09/2018,56.18,59.46,57.664,61.256,6480.1,208.49
15/09/2018,56.34,55.59,53.793,57.389,6512.8,221.48
16/09/2018,56.79,63.12,61.317,64.917,6498.4,220.16
17/09/2018,52.09,49.82,48.017,51.621,6252,196.03
18/09/2018,54,51.29,49.487,53.095,6335.4,208.36
19/09/2018,54.36,48.37,46.561,50.173,6390.9,209.83
20/09/2018,56.65,55.72,53.909,57.525,6493.91,225
21/09/2018,60.92,63.14,61.328,64.948,6762.1,247.8
22/09/2018,60.68,60.85,59.043,62.667,6723,241
23/09/2018,61.41,64.69,62.873,66.501,6710,244.7
24/09/2018,57.96,59.08,57.26,60.892,6585.1,227.85
25/09/2018,57.52,60.11,58.289,61.925,6442.8,219.26
26/09/2018,57.25,60.86,59.042,62.682,6462.4,214.26
27/09/2018,63.33,68.61,66.784,70.428,6691.2,229.26
28/09/2018,61.95,68.68,66.858,70.506,6635.2,221.92
29/09/2018,61.64,52.96,51.131,54.783,6597.3,231.52
30/09/2018,61.22,64.5,62.668,66.324,6622.4,232.86
01/10/2018,60.39,62.98,61.147,64.807,6601.9,231.49
02/10/2018,59.5,63.88,62.053,65.717,6527.6,225.97
03/10/2018,57.57,54.67,52.831,56.499,6503.2,220.74
04/10/2018,58.3,67.69,65.858,69.53,6590.4,222.36
05/10/2018,59.03,60.63,58.788,62.464,6639.9,228.54
06/10/2018,57.92,61.63,59.789,63.469,6595.2,225.31
07/10/2018,58.3,54.32,52.475,56.159,6609.4,226.28
08/10/2018,59.67,55.33,53.489,57.177,6673.2,230.2
09/10/2018,59.06,63.15,61.303,64.995,6663,228.58
10/10/2018,58.48,58.69,56.845,60.541,6630.07,226.7
11/10/2018,51.27,45.73,43.882,47.582,6251.9,191.16
12/10/2018,53.72,52.76,50.912,54.616,6291.9,197.02
13/10/2018,54.09,55.51,53.659,57.367,6326.5,201.23
14/10/2018,52.58,58.54,56.68,60.392,6336.4,196.75
15/10/2018,56.08,52.21,50.353,54.069,6742,214.31
16/10/2018,55.8,57.48,55.624,59.344,6721.74,212.2
17/10/2018,55.38,49.68,47.816,51.54,6736,212.83
18/10/2018,53.5,53.01,51.151,54.879,6613.2,206.08
19/10/2018,53.71,53.77,51.9,55.632,6525.1,204.93
20/10/2018,54.25,55.58,53.709,57.445,6586.7,208.16
21/10/2018,53.63,58.83,56.956,60.696,6590.9,207.29
22/10/2018,53.07,56.59,54.722,58.466,6567.3,206.56
23/10/2018,53.32,47.48,45.604,49.352,6550,205.9
24/10/2018,53.02,48.79,46.916,50.668,6554.1,205.23
25/10/2018,52.87,50.07,48.19,51.946,6528,203.68
26/10/2018,52.65,54.07,52.194,55.954,6531.5,205.03
27/10/2018,52.3,53.97,52.089,55.853,6500.2,204.23
28/10/2018,52.05,45.44,43.553,47.321,6490.1,204.97
29/10/2018,49.13,48.88,46.99,50.762,6346.5,196.91
30/10/2018,49.33,49.86,47.968,51.744,6330.1,197.33
31/10/2018,49.96,51.33,49.44,53.22,6368.39,198.7
01/11/2018,50.62,46.9,45.01,48.794,6406.1,199.81
02/11/2018,51.75,50.5,48.609,52.397,6427,202.22
03/11/2018,51.08,48.75,46.857,50.649,6389.1,200.3
04/11/2018,54.67,56.29,54.396,58.192,6491.7,212.3
05/11/2018,53.97,59.62,57.717,61.517,6470.2,210.83
06/11/2018,56.43,67.79,65.884,69.688,6522.2,220.83
07/11/2018,54.49,54.12,52.22,56.028,6572.9,218.98
08/11/2018,52.73,53.21,51.299,55.111,6475.3,212.7
09/11/2018,52.29,53.27,51.362,55.178,6418.7,211.01
10/11/2018,52.52,51.58,49.665,53.485,6431.1,213.2
11/11/2018,51.46,49.91,47.998,51.822,6447.9,212.99
12/11/2018,51.28,50.83,48.912,52.74,6446.9,212.68
13/11/2018,50.43,50.18,48.263,52.095,6459.07,209.85
14/11/2018,45,43.45,41.528,45.364,5922.4,187.21
15/11/2018,44.69,46.41,44.486,48.326,5749.6,184.15
16/11/2018,43,48.68,46.76,50.604,5655.7,176.95
17/11/2018,42.48,41.71,39.789,43.637,5628.3,175.9
18/11/2018,42.57,42.16,40.236,44.088,5659.5,178.96
19/11/2018,37.15,37.47,35.54,39.396,4920.7,150.93
20/11/2018,33.84,35.52,33.589,37.449,4571,133.85
21/11/2018,35.16,33.63,31.701,35.565,4662.7,138.18
22/11/2018,32.09,31.68,29.751,33.619,4369.6,126.3
23/11/2018,32.73,37.78,35.845,39.717,4422.7,125.24
24/11/2018,29.73,27.45,25.512,29.388,3929.9,114.8
25/11/2018,31.55,33.63,31.695,35.575,4089.1,118.72
26/11/2018,30.22,32.12,30.182,34.066,3864.1,110.75
27/11/2018,31.64,31.24,29.297,33.185,3882.7,111.72
28/11/2018,35.1,32.9,30.954,34.846,4305,124.05
29/11/2018,34.07,35.84,33.887,37.783,4321.9,118.51
30/11/2018,32.2,32.96,31.005,34.905,4039.5,113.68
01/12/2018,34.62,38.37,36.416,40.32,4241.3,119.65
02/12/2018,34,33.57,31.62,35.528,4173,117.12
03/12/2018,31.06,31.62,29.662,33.574,3901.2,109.22
04/12/2018,31.28,33.87,31.913,35.829,3981.9,110.77
05/12/2018,29.25,30.27,28.306,32.226,3772.9,102.66
06/12/2018,26.9,26,24.033,27.957,3531,91.97
07/12/2018,25.44,26.79,24.822,28.75,3460,94.79
08/12/2018,24.94,24.56,22.593,26.525,3506,92.98
09/12/2018,26.04,23.63,21.663,25.599,3642.3,96.03
10/12/2018,24.78,24.51,22.537,26.477,3524.8,92.2
11/12/2018,23.93,23.08,21.103,25.047,3452.1,89.76
12/12/2018,24.77,23.13,21.157,25.105,3535.6,91.85
13/12/2018,23.47,23,21.026,24.978,3354.3,87.9
14/12/2018,23.77,22.03,20.047,24.003,3281.7,85.2
15/12/2018,24.13,24.02,22.04,26,3283.4,85.74
16/12/2018,26.12,25.73,23.751,27.715,3301.5,86.56
17/12/2018,29.88,29.93,27.947,31.915,3625,97.25
18/12/2018,30.97,33.17,31.188,35.16,3780.8,104.08
19/12/2018,29.95,33.73,31.738,35.714,3810,102.36
20/12/2018,33.54,32.06,30.074,34.054,4214.5,118.47
21/12/2018,31.31,27.93,25.934,29.918,3976,111.11
22/12/2018,32.82,34.52,32.526,36.514,4135,120.49
23/12/2018,34.12,34.08,32.082,36.074,4071.7,133.76
24/12/2018,33.88,35.17,33.172,37.168,4140.7,142.53
25/12/2018,31.92,38.54,36.543,40.543,3909.7,132.99
26/12/2018,31.53,32.93,30.929,34.933,3929.9,134.58
27/12/2018,28.69,30.99,28.983,32.991,3712,118.57
28/12/2018,33.47,32.15,30.141,34.153,4036.7,142.15
29/12/2018,31.9,32.32,30.317,34.333,3894,140.33
30/12/2018,32.87,33,30.989,35.009,3977.3,144.18
31/12/2018,30.96,29.13,27.12,31.144,3830.5,136
01/01/2019,32.94,34.14,32.122,36.15,3963.1,145
02/01/2019,34.29,35,32.987,37.019,4048.8,159.36
03/01/2019,32.75,34.5,32.478,36.514,3924.3,152.42
04/01/2019,33.14,30.7,28.679,32.719,3954.9,158.48
05/01/2019,35.61,38.2,36.177,40.221,3911.9,158.32
06/01/2019,40.08,39.07,37.049,41.097,4168.4,160.84
07/01/2019,38.65,40.47,38.441,42.493,4113.9,154.79
08/01/2019,40.16,41.73,39.7,43.756,4100,152.86
09/01/2019,39.33,41.71,39.682,43.742,4083.3,152.65
10/01/2019,34.02,34.99,32.956,37.02,3712.8,129.5
11/01/2019,32.47,33.28,31.248,35.316,3714.8,128.73
12/01/2019,32.69,34.7,32.661,36.733,3702,127.41
13/01/2019,30.51,30.58,28.542,32.618,3591,117.94
14/01/2019,32.8,31.39,29.348,33.428,3749.3,131.45
15/01/2019,31.64,31.1,29.056,33.14,3654.3,122.6
16/01/2019,31.98,31.64,29.592,33.68,3673.6,124.36
17/01/2019,32.33,29.89,27.847,31.939,3722.5,125.25
18/01/2019,31.45,32.18,30.135,34.231,3675.7,121.84
19/01/2019,32.89,33.59,31.537,35.637,3762.3,126.01
20/01/2019,30.98,29.4,27.349,31.453,3586.1,119.1
21/01/2019,31.3,30.85,28.795,32.903,3579.4,117.5
22/01/2019,32.06,31.69,29.634,33.746,3639.1,120.19
23/01/2019,32.3,31.72,29.662,33.778,3622.3,118.76
24/01/2019,33.24,34.29,32.229,36.349,3652.71,119.05
25/01/2019,33.25,32.26,30.194,34.318,3628.9,117.27
26/01/2019,33.4,35.43,33.369,37.497,3631.2,117.27
27/01/2019,32.6,35.89,33.822,37.954,3597.1,113.43
28/01/2019,31.51,28.53,26.458,30.594,3501.89,107.49
29/01/2019,31.42,29.95,27.877,32.017,3477.9,106.3
30/01/2019,32.33,35.28,33.213,37.357,3529.6,110.62
31/01/2019,32.04,34.65,32.579,36.727,3503.8,108.49
01/02/2019,33.34,31.3,29.22,33.372,3534.77,108.94
02/02/2019,35.13,36.27,34.187,38.343,3564.2,112.71
03/02/2019,33.84,37.81,35.733,39.893,3501.74,108.63
04/02/2019,34.39,33.32,31.24,35.404,3490.47,108.46
05/02/2019,34.76,32.39,30.303,34.471,3513,108.69
06/02/2019,33.27,35.53,33.439,37.611,3451.9,106.05
07/02/2019,33.65,30.84,28.749,32.925,3438.4,105.81
08/02/2019,43.81,44.26,42.166,46.346,3724,121.21
09/02/2019,45.34,43.5,41.408,45.592,3718.3,121.01
10/02/2019,47.6,48.78,46.69,50.878,3747.7,127.37
11/02/2019,43.51,46.28,44.183,48.375,3681.08,122.68
12/02/2019,44.72,45.97,43.874,48.07,3694.2,124.75
13/02/2019,42.33,43.16,41.059,45.259,3666.1,123.85
14/02/2019,42.02,41.49,39.384,43.588,3656.7,122.55
15/02/2019,43.34,42.66,40.558,44.766,3670.1,123.75
16/02/2019,44.1,45.95,43.841,48.053,3676.45,124.68
17/02/2019,44.8,45.9,43.796,48.012,3735.5,136.15
18/02/2019,48.83,50.96,48.846,53.066,3978.1,148.87
19/02/2019,48.11,48.57,46.456,50.68,3989.9,146.61
20/02/2019,52.56,52.84,50.725,54.953,4055,151.41
21/02/2019,49.78,49.02,46.907,51.139,4008.8,148.3
22/02/2019,50.44,51.78,49.667,53.903,4058.3,151.27
23/02/2019,52.6,49.08,46.964,51.204,4212.2,161.54
24/02/2019,44.76,43.41,41.286,45.53,3831.3,135.22
25/02/2019,46.49,46.12,43.991,48.239,3921.8,141.21
26/02/2019,45.88,48.41,46.287,50.539,3897,139.37
27/02/2019,46.13,44.03,41.906,46.162,3900.1,137.71
28/02/2019,46.62,42.51,40.385,44.645,3894,138.17
01/03/2019,48.15,46.97,44.835,49.099,3914,138.5
02/03/2019,49.57,48.77,46.637,50.905,3913,135.6
03/03/2019,48.88,46.43,44.289,48.561,3885,133.23
04/03/2019,46.82,45.3,43.165,47.441,3800.3,128.39
05/03/2019,53.84,53.6,51.462,55.742,3951.6,140
06/03/2019,56.6,54.12,51.978,56.262,3951.4,140.57
07/03/2019,58,63.04,60.898,65.186,3964.4,140.04
08/03/2019,56.7,62.04,59.892,64.184,3940.5,136.18
09/03/2019,59,63.76,61.617,65.913,4017.33,140.04
10/03/2019,57.81,54.13,51.976,56.276,4000,138.2
11/03/2019,55.97,56.42,54.268,58.572,3949.1,135.41
12/03/2019,57.65,51.74,49.582,53.89,3954.1,136.27
13/03/2019,56.41,54.33,52.174,56.486,3946.2,134.52
14/03/2019,57.01,56.6,54.44,58.756,3948.3,134.72
15/03/2019,59.64,58.21,56.052,60.372,4003.2,139.15
16/03/2019,62.4,63.34,61.179,65.503,4088.04,143.79
17/03/2019,61.84,62.2,60.034,64.362,4068.9,141.71
18/03/2019,60.37,61.91,59.742,64.074,4073.7,140.6
19/03/2019,60.98,62.75,60.586,64.922,4085.3,141.46
01/04/2019,61.23,63.18,61.015,65.355,4196.8,143.2
02/04/2019,77.77,78.11,75.939,80.283,4922.1,165.5
03/04/2019,85.4,86.96,84.79,89.138,4978,161.17
04/04/2019,85.58,90.48,88.3,92.652,4938.9,158.66
05/04/2019,89.41,91.85,89.673,94.029,5083,167.07
06/04/2019,92.94,92.86,90.683,95.043,5091.1,167.08
07/04/2019,92.74,90.66,88.477,92.841,5238,176.62
08/04/2019,89.9,91.55,89.369,93.737,5312.4,181.46
09/04/2019,87.24,95.1,92.911,97.283,5216.3,176.8
10/04/2019,88.23,85.98,83.79,88.166,5310.1,177.2
11/04/2019,79.66,80.94,78.748,83.128,5059,165.6
12/04/2019,79.5,72.07,69.882,74.266,5114,165.3
13/04/2019,78.47,72.12,69.923,74.311,5103.74,165.2
14/04/2019,84.27,82.04,79.841,84.233,5194.4,169.08
15/04/2019,78.23,78.75,76.551,80.947,5042.79,160.33
16/04/2019,81.28,80.51,78.308,82.708,5234.4,167.44
17/04/2019,79.67,82.04,79.839,84.243,5254.5,167.5
18/04/2019,82.66,81.13,78.929,83.337,5310.86,175.13
19/04/2019,82.98,96.12,93.918,98.33,5314.1,174.6
20/04/2019,81.8,87.86,85.651,90.067,5340.04,174.27
21/04/2019,77.61,76.82,74.609,79.029,5321.9,170.6
22/04/2019,77.37,81.23,79.022,83.446,5417.8,172.27
23/04/2019,74.38,71.98,69.771,74.199,5546.1,170.81
24/04/2019,73.76,69.97,67.755,72.187,5479.6,166.7
25/04/2019,71.75,69.66,67.439,71.875,5215.6,154.55
26/04/2019,75.37,77.75,75.531,79.971,5410.9,160.95
27/04/2019,73.84,66.38,64.154,68.598,5401.9,162.79
28/04/2019,72.2,70.48,68.259,72.707,5486.8,163.13
29/04/2019,70.94,71.01,68.786,73.238,5480.1,162.35
30/04/2019,78.28,79.36,77.133,81.589,5599.52,170.5
01/05/2019,76.88,74.3,72.072,76.532,5629.5,167.67
02/05/2019,76.86,83.16,80.929,85.393,5723.8,169.25
03/05/2019,82.68,73.73,71.494,75.962,6017,175.29
04/05/2019,81.18,75.03,72.796,77.268,6098.1,170.95
05/05/2019,79.23,74.4,72.16,76.636,6041.4,171.01
06/05/2019,78.62,78.29,76.048,80.528,6027.9,181.6
07/05/2019,80.8,83.66,81.416,85.9,6249.02,186.47
08/05/2019,77.13,82.68,80.439,84.927,6201.5,177.09
09/05/2019,75.21,74.92,72.67,77.162,6262,173.42
10/05/2019,77.69,83.41,81.165,85.661,6438.7,174.26
11/05/2019,87.05,87.35,85.102,89.602,7125.1,190.47
12/05/2019,85.13,85.35,83.102,87.606,6983.4,188.25
13/05/2019,87.17,81.58,79.322,83.83,7770.7,194.85
14/05/2019,91.33,90.63,88.374,92.886,7951.9,216.5
15/05/2019,101.8,101.15,98.893,103.409,8136.63,246.78
16/05/2019,95.41,101.8,99.544,104.064,7859.7,263.99
17/05/2019,90.4,85.42,83.161,87.685,7417.9,246.29
18/05/2019,86.54,93.58,91.315,95.843,7260.1,233.52
19/05/2019,94.88,89.3,87.038,91.57,8188.3,260.29
20/05/2019,91.51,83.7,81.435,85.971,7990.6,251.55
21/05/2019,90.97,91.99,89.723,94.263,7931.71,254.39
22/05/2019,87.7,82.87,80.6,85.144,7620,243.59
23/05/2019,88.74,104.64,102.363,106.911,7871.9,245.43
24/05/2019,100.85,103.86,101.585,106.137,7990.1,249.58
25/05/2019,102.87,97.74,95.466,100.022,8055,250.95
26/05/2019,112.31,118.06,115.779,120.339,8729.87,268.5
27/05/2019,117.2,115.28,112.996,117.56,8806.1,272.55
28/05/2019,114.95,122.55,120.263,124.831,8738.1,272.12
29/05/2019,115.59,102.34,100.054,104.626,8678.1,270.25
30/05/2019,107.8,110.45,108.16,112.736,8270,254.31
31/05/2019,114.29,119.71,117.419,121.999,8532.67,267.13
01/06/2019,112.25,119.64,117.348,121.932,8547,264.37
02/06/2019,114.62,107.65,105.357,109.945,8740.1,269.4
03/06/2019,105.82,100.97,98.678,103.27,8099.2,249.38
04/06/2019,102.27,105.43,103.134,107.73,7692.9,241.44
05/06/2019,103.98,97.47,95.169,99.769,7789.3,246.26
06/06/2019,111.29,106.72,104.414,109.018,7824.7,250
07/06/2019,117.01,119,116.693,121.301,7999.4,249.69
08/06/2019,118.44,107.86,105.558,110.17,7924,244.36
09/06/2019,114.91,124.48,122.169,126.785,7633.3,231.3
10/06/2019,129.8,126.46,124.152,128.772,8018.8,248.11
11/06/2019,136.02,124.25,121.941,126.565,7905.5,245.1
12/06/2019,136.15,131.38,129.067,133.695,8174,262.75
13/06/2019,130.79,138.32,136.006,140.638,8227.4,254.61
14/06/2019,132.49,139.62,137.301,141.937,8689.1,263.69
15/06/2019,138.33,135.42,133.099,137.739,8856,269.12
16/06/2019,137.01,145.4,143.082,147.726,8985.9,268.63
17/06/2019,134.37,128.51,126.191,130.839,9354.3,274
18/06/2019,135.26,125,122.676,127.328,9095,264.87
19/06/2019,137.02,139.11,136.778,141.434,9305.9,269.52
20/06/2019,135.98,140.08,137.748,142.408,9557.1,272.82
21/06/2019,139.19,148.67,146.335,150.999,10213.04,295.83
22/06/2019,142.55,150.91,148.579,153.247,10744,311.25
23/06/2019,137.46,139.19,136.859,141.531,10913,308.56
24/06/2019,135.72,133.76,131.419,136.095,11069,311.7
25/06/2019,135.5,129.87,127.532,132.212,11737,316.49
26/06/2019,130.01,126.95,124.606,129.29,12876,332
27/06/2019,114.63,112.81,110.469,115.157,11198.92,294.86
28/06/2019,119.3,129.06,126.709,131.401,12338,308.87
29/06/2019,134.03,144.68,142.33,147.026,11920,317.42
30/06/2019,122.61,124.56,122.211,126.911,10805,290.8
